departure_airport,arrival_airport,departure_datetime,arrival_datetime,flight_number
BOS,PHL,2025-07-09 18:10:00,2025-07-09 19:45:00,B62459
BOS,TPA,2025-07-09 18:14:00,2025-07-09 21:44:00,B6391
JFK,PBI,2025-07-09 18:15:00,2025-07-09 21:21:00,B653
RDU,SJU,2025-07-09 18:15:00,2025-07-09 21:55:00,B61903
BQN,MCO,2025-07-09 18:15:00,2025-07-09 21:09:00,B6229
BOS,PIT,2025-07-09 18:17:00,2025-07-09 20:09:00,B61785
MVY,DCA,2025-07-09 18:26:00,2025-07-09 20:00:00,B61413
JFK,LAS,2025-07-09 18:30:00,2025-07-09 03:14:00,B61211
JFK,SJU,2025-07-09 18:30:00,2025-07-09 22:35:00,B6803
LAX,JFK,2025-07-09 18:40:00,2025-07-09 21:23:00,B6524
JFK,CHS,2025-07-09 18:44:00,2025-07-09 21:04:00,B62473
DCA,BOS,2025-07-09 18:45:00,2025-07-09 20:20:00,B61354
FLL,PVD,2025-07-09 18:47:00,2025-07-09 21:52:00,B61196
LGA,FLL,2025-07-09 18:55:00,2025-07-09 22:07:00,B6471
MCO,BOS,2025-07-09 18:55:00,2025-07-09 22:05:00,B62052
HPN,ACK,2025-07-09 18:59:00,2025-07-09 20:07:00,B62666
EWR,TPA,2025-07-09 18:59:00,2025-07-09 22:01:00,B6873
MCO,LGA,2025-07-09 18:59:00,2025-07-09 21:48:00,B61098
DCA,ACK,2025-07-09 19:00:00,2025-07-09 20:26:00,B62494
JFK,LAX,2025-07-09 19:00:00,2025-07-09 04:11:00,B61023
BOS,BUF,2025-07-09 19:05:00,2025-07-09 20:44:00,B61115
HPN,MCO,2025-07-09 19:05:00,2025-07-09 21:59:00,B6495
MHT,MCO,2025-07-09 19:05:00,2025-07-09 22:23:00,B61143
LAS,JFK,2025-07-09 19:10:00,2025-07-09 21:29:00,B6448
BOS,DCA,2025-07-09 19:15:00,2025-07-09 21:05:00,B61355
ACK,JFK,2025-07-09 19:18:00,2025-07-09 20:29:00,B6192
BOS,BNA,2025-07-09 19:19:00,2025-07-09 23:22:00,B6507
ISP,PBI,2025-07-09 19:20:00,2025-07-09 22:10:00,B6545
BOS,MCO,2025-07-09 19:20:00,2025-07-09 22:49:00,B6451
FLL,PHL,2025-07-09 19:28:00,2025-07-09 22:25:00,B62022
JFK,BOS,2025-07-09 19:30:00,2025-07-09 20:59:00,B6618
LAX,JFK,2025-07-09 19:30:00,2025-07-09 22:15:00,B6424
LGA,MCO,2025-07-09 19:30:00,2025-07-09 22:37:00,B6699
MCO,HPN,2025-07-09 19:34:00,2025-07-09 22:29:00,B61694
BOS,DTW,2025-07-09 19:36:00,2025-07-09 21:52:00,B61237
SJU,TPA,2025-07-09 19:43:00,2025-07-09 22:44:00,B61752
EWR,SJU,2025-07-09 19:45:00,2025-07-08 23:46:00,B61289
SJU,MCO,2025-07-09 19:45:00,2025-07-09 22:50:00,B62134
BOS,JAX,2025-07-09 19:50:00,2025-07-09 22:52:00,B6509
LAX,EWR,2025-07-09 19:50:00,2025-07-09 22:20:00,B61874
FLL,EWR,2025-07-09 19:56:00,2025-07-08 23:00:00,B6106
BOS,ATL,2025-07-09 19:56:00,2025-07-08 23:00:00,B61317
MVY,JFK,2025-07-09 19:57:00,2025-07-09 21:05:00,B61539
JFK,LAX,2025-07-09 19:59:00,2025-07-09 05:18:00,B61523
JFK,RSW,2025-07-09 19:59:00,2025-07-08 23:21:00,B62129
RSW,HPN,2025-07-09 20:00:00,2025-07-08 23:01:00,B61252
LAX,FLL,2025-07-09 20:03:00,2025-07-09 22:26:00,B6100
BOS,JFK,2025-07-09 20:05:00,2025-07-09 21:30:00,B61417
EWR,MCO,2025-07-09 20:07:00,2025-07-08 23:04:00,B61727
DCA,FLL,2025-07-09 20:10:00,2025-07-09 22:52:00,B61579
SJU,DCA,2025-07-09 20:12:00,2025-07-09 00:06:00,B61348
BOS,SYR,2025-07-09 20:14:00,2025-07-09 21:38:00,B6845
JFK,BUF,2025-07-09 20:15:00,2025-07-09 22:00:00,B61202
FLL,LGA,2025-07-09 20:15:00,2025-07-08 23:09:00,B6472
BOS,LAS,2025-07-09 20:20:00,2025-07-09 05:11:00,B6777
FLL,BOS,2025-07-09 20:26:00,2025-07-08 23:46:00,B6170
LAS,FLL,2025-07-09 20:27:00,2025-07-09 22:35:00,B61708
FLL,JFK,2025-07-09 20:28:00,2025-07-08 23:30:00,B61802
BOS,FLL,2025-07-09 20:29:00,2025-07-09 00:00:00,B669
JFK,MCO,2025-07-09 20:29:00,2025-07-08 23:40:00,B6483
SJU,BOS,2025-07-09 20:30:00,2025-07-09 00:35:00,B6462
MCO,BOS,2025-07-09 20:30:00,2025-07-09 00:00:00,B61152
ATL,JFK,2025-07-09 20:30:00,2025-07-08 23:00:00,B6520
RDU,BOS,2025-07-09 20:35:00,2025-07-09 22:40:00,B62184
MCO,RIC,2025-07-09 20:35:00,2025-07-09 22:40:00,B6770
SJU,HPN,2025-07-09 20:38:00,2025-07-09 00:30:00,B62602
PHL,BOS,2025-07-09 20:40:00,2025-07-09 22:14:00,B6560
LAX,BOS,2025-07-09 20:44:00,2025-07-08 23:26:00,B61388
MCO,SJU,2025-07-09 20:44:00,2025-07-09 00:33:00,B6433
FLL,LAX,2025-07-09 20:45:00,2025-07-09 05:10:00,B6101
LAS,BOS,2025-07-09 20:45:00,2025-07-08 23:00:00,B61178
RDU,JFK,2025-07-09 20:45:00,2025-07-09 22:30:00,B686
PVD,TPA,2025-07-09 20:46:00,2025-07-08 23:55:00,B61689
PBI,LGA,2025-07-09 20:46:00,2025-07-08 23:30:00,B61962
EWR,LAX,2025-07-09 20:50:00,2025-07-09 05:55:00,B61873
BNA,JFK,2025-07-09 20:52:00,2025-07-09 22:15:00,B61174
ACK,BOS,2025-07-09 20:55:00,2025-07-09 21:51:00,B61351
FLL,SJU,2025-07-09 20:55:00,2025-07-08 23:34:00,B61453
JFK,JAX,2025-07-09 20:59:00,2025-07-08 23:51:00,B61677
DCA,BOS,2025-07-09 21:00:00,2025-07-09 22:41:00,B62954
PIT,BOS,2025-07-09 21:04:00,2025-07-09 22:48:00,B61786
SJU,JFK,2025-07-09 21:05:00,2025-07-09 01:05:00,B6304
MCO,JFK,2025-07-09 21:05:00,2025-07-09 00:01:00,B61284
BOS,DCA,2025-07-09 21:10:00,2025-07-09 22:58:00,B61955
PVD,MCO,2025-07-09 21:16:00,2025-07-09 00:17:00,B62876
LAX,JFK,2025-07-09 21:21:00,2025-07-09 00:00:00,B6324
FLL,DCA,2025-07-09 21:25:00,2025-07-08 23:59:00,B62080
SAV,BOS,2025-07-09 21:25:00,2025-07-09 00:00:00,B6250
BOS,ATL,2025-07-09 21:25:00,2025-07-09 00:28:00,B6697
ACK,HPN,2025-07-09 21:26:00,2025-07-09 22:30:00,B62122
BUF,BOS,2025-07-09 21:30:00,2025-07-08 23:00:00,B6516
BOS,RSW,2025-07-09 21:30:00,2025-07-09 00:58:00,B6265
JFK,MCO,2025-07-09 21:30:00,2025-07-09 00:42:00,B6283
BOS,LAX,2025-07-09 21:33:00,2025-07-09 06:59:00,B6187
PBI,BOS,2025-07-09 21:40:00,2025-07-09 00:49:00,B62322
TPA,LGA,2025-07-09 21:41:00,2025-07-09 00:33:00,B61248
BUF,LAX,2025-07-09 21:42:00,2025-07-09 05:56:00,B6491
JFK,TPA,2025-07-09 21:50:00,2025-07-09 01:05:00,B62725
JFK,PBI,2025-07-09 21:50:00,2025-07-09 00:56:00,B61053
SJU,FLL,2025-07-09 21:55:00,2025-07-09 00:38:00,B6992
HPN,PBI,2025-07-09 21:55:00,2025-07-09 00:49:00,B61567
MCO,LGA,2025-07-09 21:55:00,2025-07-09 00:46:00,B6798
TPA,EWR,2025-07-09 21:59:00,2025-07-09 01:00:00,B6874
DCA,BOS,2025-07-09 21:59:00,2025-07-08 23:37:00,B62754
CHS,JFK,2025-07-09 21:59:00,2025-07-09 00:05:00,B61274
FLL,BQN,2025-07-09 22:00:00,2025-07-09 00:33:00,B62071
MCO,JFK,2025-07-09 22:00:00,2025-07-09 00:54:00,B62984
JFK,LAX,2025-07-09 22:00:00,2025-07-09 07:20:00,B6823
PBI,HPN,2025-07-09 22:10:00,2025-07-09 01:03:00,B61468
LAX,BOS,2025-07-09 22:10:00,2025-07-09 00:53:00,B6188
LAX,JFK,2025-07-09 22:10:00,2025-07-09 00:56:00,B6224
LAS,JFK,2025-07-09 22:17:00,2025-07-09 00:29:00,B6348
JFK,SJU,2025-07-09 22:20:00,2025-07-09 02:34:00,B62903
MCO,PVD,2025-07-09 22:20:00,2025-07-09 01:19:00,B62875
FLL,BUF,2025-07-09 22:27:00,2025-07-09 01:30:00,B62466
PBI,JFK,2025-07-09 22:30:00,2025-07-09 01:24:00,B61154
JFK,BOS,2025-07-09 22:30:00,2025-07-09 00:04:00,B6818
MCO,BOS,2025-07-09 22:30:00,2025-07-09 01:39:00,B61952
RSW,BOS,2025-07-09 22:35:00,2025-07-09 01:50:00,B62066
LAX,FLL,2025-07-09 22:38:00,2025-07-09 01:00:00,B61200
BOS,BUF,2025-07-09 22:39:00,2025-07-09 00:14:00,B6715
BOS,JFK,2025-07-09 22:40:00,2025-07-09 00:04:00,B6317
PVD,FLL,2025-07-09 22:47:00,2025-07-09 01:59:00,B61197
DTW,BOS,2025-07-09 22:47:00,2025-07-09 00:41:00,B61136
LGA,FLL,2025-07-09 22:49:00,2025-07-09 01:50:00,B6571
SJU,MCO,2025-07-09 22:50:00,2025-07-09 01:53:00,B61134
JFK,LAS,2025-07-09 22:54:00,2025-07-09 07:49:00,B6711
BUF,JFK,2025-07-09 22:55:00,2025-07-09 00:30:00,B6201
BOS,TPA,2025-07-09 22:55:00,2025-07-09 02:18:00,B6591
TPA,BOS,2025-07-09 22:55:00,2025-07-09 02:05:00,B6392
TPA,HPN,2025-07-09 22:56:00,2025-07-09 01:53:00,B6548
FLL,HPN,2025-07-09 22:59:00,2025-07-09 02:00:00,B6914
SJU,PVD,2025-07-09 22:59:00,2025-07-09 02:51:00,B6526
FLL,EWR,2025-07-09 23:00:00,2025-07-10 02:00:00,B6706
EWR,PBI,2025-07-09 23:00:00,2025-07-10 02:05:00,B6143
JFK,BNA,2025-07-09 23:00:00,2025-07-10 02:47:00,B6473
PBI,EWR,2025-07-09 23:05:00,2025-07-10 01:59:00,B6144
JFK,PSE,2025-07-09 23:06:00,2025-07-10 03:19:00,B6745
MCO,JFK,2025-07-09 23:08:00,2025-07-10 02:02:00,B6884
FLL,BOS,2025-07-09 23:10:00,2025-07-10 02:29:00,B6470
BOS,PBI,2025-07-09 23:10:00,2025-07-10 02:23:00,B62421
FLL,LGA,2025-07-09 23:18:00,2025-07-10 02:14:00,B6572
SJU,FLL,2025-07-09 23:20:00,2025-07-10 01:59:00,B6954
PHL,FLL,2025-07-09 23:20:00,2025-07-10 02:17:00,B6217
LAX,JFK,2025-07-09 23:20:00,2025-07-09 01:59:00,B6624
JFK,RDU,2025-07-09 23:29:00,2025-07-10 01:28:00,B6185
FLL,ALB,2025-07-09 23:30:00,2025-07-10 02:37:00,B688
HPN,FLL,2025-07-09 23:30:00,2025-07-10 02:29:00,B6613
FLL,SJU,2025-07-09 23:30:00,2025-07-10 02:12:00,B61245
EWR,LAX,2025-07-09 23:30:00,2025-07-10 08:33:00,B62073
JFK,ORD,2025-07-09 23:35:00,2025-07-10 03:33:00,B6405
RIC,MCO,2025-07-09 23:35:00,2025-07-10 01:40:00,B6769
FLL,LAS,2025-07-09 23:36:00,2025-07-10 07:39:00,B6607
BOS,FLL,2025-07-09 23:40:00,2025-07-10 03:08:00,B6369
JFK,SJU,2025-07-09 23:40:00,2025-07-10 03:54:00,B6903
JFK,MCO,2025-07-09 23:40:00,2025-07-10 02:49:00,B62583
BOS,SJU,2025-07-09 23:45:00,2025-07-10 03:51:00,B6561
JAX,BOS,2025-07-09 23:49:00,2025-07-10 02:30:00,B6810
TPA,SJU,2025-07-09 23:50:00,2025-07-10 02:54:00,B61751
FLL,JFK,2025-07-09 23:50:00,2025-07-10 02:46:00,B62102
SJU,TPA,2025-07-09 23:55:00,2025-07-10 02:55:00,B62752
FLL,RIC,2025-07-09 23:55:00,2025-07-10 02:16:00,B61146
ATL,BOS,2025-07-09 23:55:00,2025-07-10 02:38:00,B61308
BOS,RIC,2025-07-09 23:55:00,2025-07-10 01:47:00,B6381
JFK,ATL,2025-07-09 23:55:00,2025-07-10 02:40:00,B6719
MCO,BQN,2025-07-09 23:55:00,2025-07-10 02:49:00,B6430
LGA,PBI,2025-07-09 23:59:00,2025-07-10 02:59:00,B61761
BOS,BNA,2025-07-09 23:59:00,2025-07-10 03:51:00,B6907
MCO,EWR,2025-07-09 23:59:00,2025-07-10 02:48:00,B62128
EWR,FLL,2025-07-10 00:00:00,2025-07-10 03:10:00,B6305
MCO,JFK,2025-07-10 00:05:00,2025-07-10 02:59:00,B6384
JFK,LAX,2025-07-10 00:10:00,2025-07-10 09:29:00,B61223
BNA,BOS,2025-07-10 00:17:00,2025-07-10 01:54:00,B6506
LAX,JFK,2025-07-10 00:18:00,2025-07-09 02:59:00,B6924
LGA,TPA,2025-07-10 00:20:00,2025-07-10 03:10:00,B647
BOS,MCO,2025-07-10 00:25:00,2025-07-10 03:37:00,B6251
JFK,DCA,2025-07-10 00:29:00,2025-07-10 01:58:00,B6955
JFK,FLL,2025-07-10 00:40:00,2025-07-10 03:59:00,B62101
FLL,LAX,2025-07-10 00:40:00,2025-07-10 08:57:00,B62501
BOS,LAX,2025-07-10 00:40:00,2025-07-10 10:00:00,B61387
JFK,MCO,2025-07-10 00:40:00,2025-07-10 03:46:00,B6383
SJU,JFK,2025-07-10 00:45:00,2025-07-10 04:39:00,B6704
JFK,DTW,2025-07-10 00:45:00,2025-07-10 02:59:00,B6820
FLL,RDU,2025-07-10 00:50:00,2025-07-10 02:59:00,B62626
SJU,MCO,2025-07-10 00:50:00,2025-07-10 03:47:00,B6334
JFK,PIT,2025-07-10 00:59:00,2025-07-10 02:51:00,B61195
JFK,SJU,2025-07-10 00:59:00,2025-07-10 05:20:00,B6303
JFK,MHT,2025-07-10 00:59:00,2025-07-10 02:27:00,B6972
SJU,EWR,2025-07-10 00:59:00,2025-07-10 04:58:00,B61990
JFK,LAX,2025-07-10 01:10:00,2025-07-10 10:24:00,B6923
JFK,BUF,2025-07-10 01:15:00,2025-07-10 02:59:00,B6102
MCO,SJU,2025-07-10 01:15:00,2025-07-10 04:15:00,B61433
LAX,JFK,2025-07-10 01:20:00,2025-07-09 03:55:00,B6824
BQN,FLL,2025-07-10 01:28:00,2025-07-10 03:59:00,B62072
JFK,PVD,2025-07-10 01:29:00,2025-07-10 02:49:00,B61128
JFK,SYR,2025-07-10 01:30:00,2025-07-10 02:59:00,B61516
JFK,PWM,2025-07-10 01:45:00,2025-07-10 03:17:00,B6308
JFK,BQN,2025-07-10 01:55:00,2025-07-10 05:59:00,B6539
JFK,BOS,2025-07-10 01:59:00,2025-07-10 03:27:00,B61318
PSE,JFK,2025-07-10 04:59:00,2025-07-10 08:59:00,B6746
LAX,BOS,2025-07-10 05:25:00,2025-07-10 08:00:00,B61488
LAX,JFK,2025-07-10 05:36:00,2025-07-10 08:07:00,B61024
LAS,JFK,2025-07-10 06:05:00,2025-07-10 08:05:00,B62348
SJU,JFK,2025-07-10 06:05:00,2025-07-10 10:02:00,B6504
LAX,EWR,2025-07-10 06:20:00,2025-07-10 08:42:00,B61574
LAS,BOS,2025-07-10 06:25:00,2025-07-10 08:36:00,B6778
LAX,BUF,2025-07-10 06:46:00,2025-07-10 08:38:00,B6492
LAX,FLL,2025-07-10 07:15:00,2025-07-10 09:30:00,B6700
LAX,JFK,2025-07-10 07:27:00,2025-07-10 10:01:00,B61524
JFK,BQN,2025-07-10 08:01:00,2025-07-10 11:49:00,B62539
MCO,SJU,2025-07-10 08:01:00,2025-07-10 11:01:00,B61233
SJU,MCO,2025-07-10 08:01:00,2025-07-10 11:02:00,B61434
BQN,MCO,2025-07-10 08:01:00,2025-07-10 10:52:00,B6729
MCO,PSE,2025-07-10 08:05:00,2025-07-10 11:02:00,B6767
LAX,BOS,2025-07-10 08:15:00,2025-07-10 10:53:00,B6988
BOS,JFK,2025-07-10 08:15:00,2025-07-10 09:30:00,B6917
JFK,SJU,2025-07-10 08:25:00,2025-07-10 12:15:00,B6403
BUF,JFK,2025-07-10 08:35:00,2025-07-10 10:00:00,B62001
EWR,SJU,2025-07-10 08:35:00,2025-07-10 12:30:00,B61889
LAX,JFK,2025-07-10 08:54:00,2025-07-10 11:31:00,B61224
LAS,FLL,2025-07-10 08:58:00,2025-07-10 10:49:00,B6608
LAS,JFK,2025-07-10 08:59:00,2025-07-10 11:02:00,B6948
ALB,FLL,2025-07-10 09:00:00,2025-07-10 12:15:00,B687
BOS,ORD,2025-07-10 09:00:00,2025-07-10 12:55:00,B6311
BOS,TPA,2025-07-10 09:00:00,2025-07-10 12:15:00,B6891
TPA,BOS,2025-07-10 09:00:00,2025-07-10 12:05:00,B61192
FLL,LAX,2025-07-10 09:00:00,2025-07-10 17:18:00,B61201
FLL,EWR,2025-07-10 09:00:00,2025-07-10 11:55:00,B6306
SYR,JFK,2025-07-10 09:00:00,2025-07-10 10:13:00,B61515
PBI,BOS,2025-07-10 09:00:00,2025-07-10 12:10:00,B6322
PBI,LGA,2025-07-10 09:00:00,2025-07-10 11:43:00,B61062
SJU,BOS,2025-07-10 09:00:00,2025-07-10 13:07:00,B6562
ATL,BOS,2025-07-10 09:00:00,2025-07-10 11:33:00,B6696
MCO,BOS,2025-07-10 09:00:00,2025-07-10 12:04:00,B61652
RIC,BOS,2025-07-10 09:00:00,2025-07-10 10:40:00,B6382
RSW,BOS,2025-07-10 09:00:00,2025-07-10 12:10:00,B6166
BOS,RDU,2025-07-10 09:00:00,2025-07-10 11:05:00,B61883
SJU,JFK,2025-07-10 09:00:00,2025-07-10 12:59:00,B62904
DTW,JFK,2025-07-10 09:00:00,2025-07-10 10:45:00,B61419
RSW,JFK,2025-07-10 09:00:00,2025-07-10 11:48:00,B6130
JFK,LAX,2025-07-10 09:00:00,2025-07-10 17:55:00,B6123
MCO,SJU,2025-07-10 09:00:00,2025-07-10 12:00:00,B62133
PVD,SJU,2025-07-10 09:00:00,2025-07-10 12:48:00,B6525
EWR,MCO,2025-07-10 09:00:00,2025-07-10 11:38:00,B6927
PVD,MCO,2025-07-10 09:00:00,2025-07-10 11:54:00,B61076
EWR,RSW,2025-07-10 09:00:00,2025-07-10 11:58:00,B61911
SJU,MCO,2025-07-10 09:01:00,2025-07-10 12:03:00,B6234
FLL,JFK,2025-07-10 09:03:00,2025-07-10 11:59:00,B6302
PWM,JFK,2025-07-10 09:05:00,2025-07-10 10:24:00,B6307
BQN,JFK,2025-07-10 09:05:00,2025-07-10 12:57:00,B6538
PBI,HPN,2025-07-10 09:06:00,2025-07-10 12:00:00,B61368
BOS,MCO,2025-07-10 09:15:00,2025-07-10 12:24:00,B6351
BOS,JAX,2025-07-10 09:20:00,2025-07-10 12:07:00,B6109
JAX,JFK,2025-07-10 09:20:00,2025-07-10 11:40:00,B61678
BOS,LAX,2025-07-10 09:25:00,2025-07-10 18:40:00,B6287
BOS,DCA,2025-07-10 09:25:00,2025-07-10 11:05:00,B62255
JFK,BOS,2025-07-10 09:30:00,2025-07-10 10:44:00,B62718
JFK,LAS,2025-07-10 09:30:00,2025-07-10 18:00:00,B6411
DCA,JFK,2025-07-10 09:30:00,2025-07-10 10:43:00,B6254
JFK,MCO,2025-07-10 09:30:00,2025-07-10 12:14:00,B61083
BOS,FLL,2025-07-10 09:35:00,2025-07-10 13:00:00,B6569
LGA,MCO,2025-07-10 09:40:00,2025-07-10 12:22:00,B6599
TPA,JFK,2025-07-10 09:45:00,2025-07-10 12:29:00,B6126
RDU,FLL,2025-07-10 09:45:00,2025-07-10 11:55:00,B62625
MCO,JFK,2025-07-10 09:45:00,2025-07-10 12:28:00,B61184
RDU,JFK,2025-07-10 09:47:00,2025-07-10 11:30:00,B6286
FLL,DCA,2025-07-10 09:50:00,2025-07-10 12:20:00,B61480
JFK,SAV,2025-07-10 09:50:00,2025-07-10 12:01:00,B6741
JFK,FLL,2025-07-10 09:54:00,2025-07-10 12:59:00,B61601
JFK,LAX,2025-07-10 09:55:00,2025-07-10 18:52:00,B6223
EWR,FLL,2025-07-10 09:59:00,2025-07-10 12:54:00,B6205
HPN,PBI,2025-07-10 09:59:00,2025-07-10 12:46:00,B61067
FLL,ALB,2025-07-10 10:00:00,2025-07-10 13:03:00,B61956
TPA,EWR,2025-07-10 10:00:00,2025-07-10 12:49:00,B62274
SJU,FLL,2025-07-10 10:00:00,2025-07-10 12:41:00,B61246
LGA,FLL,2025-07-10 10:00:00,2025-07-10 13:00:00,B61471
RIC,FLL,2025-07-10 10:00:00,2025-07-10 12:23:00,B61145
DCA,FLL,2025-07-10 10:00:00,2025-07-10 12:35:00,B6379
FLL,BOS,2025-07-10 10:00:00,2025-07-10 13:14:00,B6690
FLL,HPN,2025-07-10 10:00:00,2025-07-10 13:00:00,B6814
PIT,JFK,2025-07-10 10:00:00,2025-07-10 11:30:00,B61198
BOS,RSW,2025-07-10 10:00:00,2025-07-10 13:28:00,B6165
MHT,JFK,2025-07-10 10:00:00,2025-07-10 11:14:00,B6971
HPN,RSW,2025-07-10 10:00:00,2025-07-10 12:56:00,B61551
FLL,CHS,2025-07-10 10:05:00,2025-07-10 11:45:00,B61130
ATL,JFK,2025-07-10 10:06:00,2025-07-10 12:29:00,B6320
PVD,JFK,2025-07-10 10:07:00,2025-07-10 11:09:00,B61129
BOS,PIT,2025-07-10 10:10:00,2025-07-10 12:03:00,B61585
BOS,JFK,2025-07-10 10:10:00,2025-07-10 11:30:00,B6417
PBI,EWR,2025-07-10 10:12:00,2025-07-10 13:00:00,B62144
TPA,SJU,2025-07-10 10:15:00,2025-07-10 13:20:00,B62751
MCO,SYR,2025-07-10 10:15:00,2025-07-10 13:02:00,B6656
MCO,LGA,2025-07-10 10:19:00,2025-07-10 13:00:00,B6598
BUF,FLL,2025-07-10 10:20:00,2025-07-10 13:20:00,B62465
BUF,BOS,2025-07-10 10:22:00,2025-07-10 11:42:00,B6716
JFK,BUF,2025-07-10 10:30:00,2025-07-10 12:00:00,B61602
HPN,TPA,2025-07-10 10:30:00,2025-07-10 13:18:00,B61447
JFK,PBI,2025-07-10 10:30:00,2025-07-10 13:29:00,B6953
JFK,RDU,2025-07-10 10:30:00,2025-07-10 12:11:00,B62285
FLL,SJU,2025-07-10 10:40:00,2025-07-10 13:19:00,B6991
BOS,LAS,2025-07-10 10:41:00,2025-07-10 19:30:00,B61177
SYR,BOS,2025-07-10 10:45:00,2025-07-10 11:54:00,B6374
DCA,MCO,2025-07-10 10:45:00,2025-07-10 13:05:00,B62423
EWR,LAX,2025-07-10 10:45:00,2025-07-10 19:32:00,B61573
LGA,TPA,2025-07-10 10:59:00,2025-07-10 13:49:00,B61247
FLL,ISP,2025-07-10 11:00:00,2025-07-10 13:51:00,B6514
FLL,PHL,2025-07-10 11:00:00,2025-07-10 13:52:00,B62016
JFK,BOS,2025-07-10 11:00:00,2025-07-10 12:35:00,B62518
BOS,SJU,2025-07-10 11:00:00,2025-07-10 15:06:00,B6861
BOS,LAX,2025-07-10 11:00:00,2025-07-10 20:12:00,B6687
BOS,MCO,2025-07-10 11:00:00,2025-07-10 14:11:00,B6651
BOS,DCA,2025-07-10 11:00:00,2025-07-10 12:41:00,B6455
BNA,JFK,2025-07-10 11:00:00,2025-07-10 12:27:00,B61074
JFK,CHS,2025-07-10 11:00:00,2025-07-10 13:15:00,B61273
MCO,SJU,2025-07-10 11:00:00,2025-07-10 14:00:00,B61033
DCA,SJU,2025-07-10 11:00:00,2025-07-10 14:59:00,B61347
HPN,SJU,2025-07-10 11:00:00,2025-07-10 14:45:00,B62601
JFK,LAX,2025-07-10 11:01:00,2025-07-10 20:01:00,B6323
FLL,PVD,2025-07-10 11:05:00,2025-07-10 14:03:00,B6596
BOS,PHL,2025-07-10 11:05:00,2025-07-10 12:38:00,B61159
SJU,MCO,2025-07-10 11:05:00,2025-07-10 14:07:00,B61334
JFK,ATL,2025-07-10 11:10:00,2025-07-10 13:36:00,B6519
JFK,MCO,2025-07-10 11:10:00,2025-07-10 14:00:00,B6183
PBI,JFK,2025-07-10 11:15:00,2025-07-10 13:59:00,B6854
ORD,JFK,2025-07-10 11:16:00,2025-07-10 12:29:00,B6406
MCO,ALB,2025-07-10 11:20:00,2025-07-10 14:08:00,B62828
FLL,LAS,2025-07-10 11:20:00,2025-07-10 19:17:00,B61707
BOS,DTW,2025-07-10 11:25:00,2025-07-10 13:37:00,B6837
BUF,MCO,2025-07-10 11:30:00,2025-07-10 14:05:00,B685
JFK,FLL,2025-07-10 11:30:00,2025-07-10 14:46:00,B61
HPN,FLL,2025-07-10 11:30:00,2025-07-10 14:25:00,B6813
JFK,BOS,2025-07-10 11:30:00,2025-07-10 12:51:00,B61018
BOS,BUF,2025-07-10 11:35:00,2025-07-10 13:09:00,B61295
BOS,MVY,2025-07-10 11:35:00,2025-07-10 12:21:00,B61324
DCA,BOS,2025-07-10 11:40:00,2025-07-10 13:16:00,B61854
BOS,JFK,2025-07-10 11:40:00,2025-07-10 12:59:00,B61117
MCO,DCA,2025-07-10 11:45:00,2025-07-10 14:00:00,B62024
SJU,BOS,2025-07-10 11:50:00,2025-07-10 16:00:00,B6762
JFK,SJU,2025-07-10 11:50:00,2025-07-10 15:50:00,B61603
PSE,MCO,2025-07-10 11:50:00,2025-07-10 14:53:00,B6768
HPN,ACK,2025-07-10 11:56:00,2025-07-10 13:00:00,B62121
SJU,FLL,2025-07-10 12:00:00,2025-07-10 14:41:00,B61454
DCA,PBI,2025-07-10 12:00:00,2025-07-10 14:30:00,B62433
RDU,BOS,2025-07-10 12:00:00,2025-07-10 13:59:00,B6484
JFK,LAX,2025-07-10 12:00:00,2025-07-10 20:59:00,B6523
BOS,ATL,2025-07-10 12:05:00,2025-07-10 14:53:00,B61097
JFK,RSW,2025-07-10 12:05:00,2025-07-10 15:12:00,B61529
BNA,BOS,2025-07-10 12:10:00,2025-07-10 13:44:00,B6806
MCO,HPN,2025-07-10 12:10:00,2025-07-10 14:57:00,B694
BOS,TPA,2025-07-10 12:14:00,2025-07-10 15:29:00,B6791
BOS,BNA,2025-07-10 12:15:00,2025-07-10 16:03:00,B61807
BOS,PBI,2025-07-10 12:20:00,2025-07-10 15:32:00,B621
BOS,DCA,2025-07-10 12:22:00,2025-07-10 13:59:00,B62355
JFK,MVY,2025-07-10 12:25:00,2025-07-10 13:38:00,B61338
MCO,ISP,2025-07-10 12:30:00,2025-07-10 15:06:00,B6546
JFK,ORD,2025-07-10 12:30:00,2025-07-10 16:19:00,B6905
CHS,FLL,2025-07-10 12:30:00,2025-07-10 14:09:00,B61131
JFK,LAS,2025-07-10 12:30:00,2025-07-10 21:07:00,B6511
BOS,ACK,2025-07-10 12:35:00,2025-07-10 13:29:00,B62352
BQN,JFK,2025-07-10 12:35:00,2025-07-10 16:29:00,B62638
TPA,JFK,2025-07-10 12:43:00,2025-07-10 15:31:00,B61686
BUF,JFK,2025-07-10 12:45:00,2025-07-10 14:09:00,B61901
MCO,ORH,2025-07-10 12:45:00,2025-07-10 15:39:00,B6488
FLL,LGA,2025-07-10 12:45:00,2025-07-10 15:37:00,B6172
LGA,PBI,2025-07-10 12:45:00,2025-07-10 15:39:00,B61461
HPN,MCO,2025-07-10 12:45:00,2025-07-10 15:28:00,B62695
EWR,MCO,2025-07-10 12:45:00,2025-07-10 15:35:00,B6127
